url,公告类型,公告子类型,公告标题,公告内容,项目编号,产品,招标预算金额（元）,招标公司,招标公司类型,招标联系人,招标代理机构,代理机构联系人,中标公司,中标联系人,中标金额（元）,发布时间,省份,城市,招标状态,标书获取截止日期,投标截止日期,链接,公司地址,招标数量,招标总金额,供应商数量
沙家浜红色文化虚拟仿真实验软件采购项目成交结果公告,中标,中标结果,沙家浜红色文化虚拟仿真实验软件采购项目成交结果公告,,2022H01037,虚拟仿真实验软件,298000.0,常熟理工学院,学校,季**-0512-52251163,常熟理工学院招投标管理中心,纪**-0512-52251120,南京先极科技有限公司 ,"中标人     18013981259 ,中标人     13305173656 ,中标人     18013897521 ,中标人     025-83215011 ,中标人     025-83215055 ",298000.0,2022-09-02,江苏,苏州,,,,https://www.zhiliaobiaoxun.com/content/357744917/b2,地址南京市玄武区成贤街118号303室,221 次,"4,271.67 万",92 家
[江苏中冠（原常州招标代理中心）]汽车类虚拟仿真实验教学课程开发定制建设项目成交公告,中标,中标结果,[江苏中冠（原常州招标代理中心）]汽车类虚拟仿真实验教学课程开发定制建设项目成交公告,,SC2022212,汽车类虚拟仿真实验教学课程开发定制建设项目,242000.0,江苏理工学院,学校,,江苏中冠工程咨询有限公司,,上海慧凝信息科技有限公司 ,"中标人     021-51816090 ,中标人     15821895357 ,中标人     021-51816060 ,徐**     0516-83590287 ,王**     0516-83590283 ",242000.0,2022-09-01,江苏,常州,,,,https://www.zhiliaobiaoxun.com/content/357125667/b2,地址中国（上海）自由贸易试验区郭守敬路498号8幢19号楼3层,96 次,"2,784.13 万",36 家
常州大学数字经济虚拟仿真教学平台（教学版）建设项目成交公告,中标,中标结果,常州大学数字经济虚拟仿真教学平台（教学版）建设项目成交公告,,,数字经济虚拟仿真教学平台教学版建设项目,148000.0,常州大学,学校,,常州大学采购与招投标办公室,王**-0519-86330040,成都慕课科技有限公司 ,"中标人     18080149628 ,周*     18382252949 ",148000.0,2022-08-31,江苏,,,,,https://www.zhiliaobiaoxun.com/content/358680465/b2,地址成都高新区天府大道中段1388号1栋8层872号,27 次,583.18 万,20 家
淮阴师范学院虚拟仿真实验软件项目成交公告,中标,中标结果,淮阴师范学院虚拟仿真实验软件项目成交公告,,HNU2022057,虚拟仿真实验软件项目,440000.0,淮阴师范学院,学校,"杨**-18252354001,杨**-0517-83525709",江苏伟业项目管理有限公司,查*-15298668381,北京微瑞集智科技有限公司 ,"中标人     010-82669071 ,中标人     13060050566 ,中标人     18101094548 ,中标人     13604019235 ,中标人     15110149836 ",440000.0,2022-08-30,江苏,淮安,,,,https://www.zhiliaobiaoxun.com/content/356574547/b2,地址北京市石景山区实兴大街30号院3号楼2层A-0266房间,198 次,1.48 亿,98 家
徐州工业职业技术学院虚拟仿真商务英语实训室系统采购项目公开招标中标结果公告,中标,中标结果,徐州工业职业技术学院虚拟仿真商务英语实训室系统采购项目公开招标中标结果公告,,XZCIT2022SXS01-3,虚拟仿真商务英语实训室系统,384000.0,徐州工业职业技术学院,学校,采购人-0516-85782688,徐州信同达招标代理有限公司,"张*-18751622102,代理联系人-0516-85765551",厦门亿学软件有限公司 ,"中标人     15359892080 ,中标人     15659286956 ,中标人     0592-5126391 ,中标人     0592-5126825 ,叶**     18059268883 ",384000.0,2022-08-30,江苏,徐州,,,,https://www.zhiliaobiaoxun.com/content/356596199/b2,地址厦门火炬高新区软件园三期诚毅北大街50号701室A03,248 次,20.33 亿,150 家
常州机电职业技术学院国家职业教育虚拟仿真实训基地建设项目（一期）项目中标（成交）公告,中标,中标结果,常州机电职业技术学院国家职业教育虚拟仿真实训基地建设项目（一期）项目中标（成交）公告,,ZYJS-ZJ2022008,"虚拟仿真实训基地建设项目,桌面式虚拟现实一体机",1146000.0,常州机电职业技术学院,学校,采购人-0519-86331299,常州中宇建设工程管理有限公司,"代理联系人-0519-85782055,代理联系人-0519-85785155",上海曼恒数字技术股份有限公司 ,"中标人     13360059271 ,中标人     15041193690 ,中标人     18225602075 ,中标人     17621440601 ,中标人     021-31266999 ",1146000.0,2022-08-30,江苏,常州,,,,https://www.zhiliaobiaoxun.com/content/356729538/b2,地址上海市松江区顺庆路500号2幢809室-6,432 次,5.14 亿,214 家
苏州工业园区工业技术学校关于虚拟仿真实训平台项目的成交公告,中标,中标结果,苏州工业园区工业技术学校关于虚拟仿真实训平台项目的成交公告,,LHZX2022-Y-T-002-001,"虚拟仿真实训平台项目,实训软件,虚拟仿真资源平台服务端,虚拟仿真资源平台WEB端,虚拟仿真资源平台PC端",498000.0,苏州工业园区工业技术学校,学校,祝**-0512-62932209,苏州乐慧招投标咨询有限公司,鲍**-0512-69223600,安徽灵敏信息技术有限公司 ,"中标人     17730018098 ,中标人     18655121515 ,胡**     15339690673 ",498000.0,2022-08-25,江苏,苏州,,,,https://www.zhiliaobiaoxun.com/content/355333006/b2,地址合肥市包河区紫云路与湖北路交口万科蓝山CBD3030-3034室,12 次,542.36 万,4 家
南京晓庄学院陶行知教育思想虚拟仿真课程建设项目成交公告,中标,中标结果,南京晓庄学院陶行知教育思想虚拟仿真课程建设项目成交公告,,JSHC-2022070532B3,思想虚拟仿真课程建设项目,198600.0,南京晓庄学院,学校,费**-025-86178437,江苏省华采招标有限公司,代理联系人-025-83609978,南京先极科技有限公司 ,"中标人     18013981259 ,中标人     13305173656 ,中标人     18013897521 ,中标人     025-83215011 ,中标人     025-83215055 ",198600.0,2022-08-25,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/355198374/b2,地址南京市玄武区成贤街118号303室,221 次,"4,271.67 万",92 家
徐州工程学院“绿色建筑技术服务产业链工程实训中心”-数字化建筑虚拟仿真实训教学资源项目中标结果公告[项目编号：JSZC-320300-HWZX-G2022-0177],中标,中标结果,徐州工程学院“绿色建筑技术服务产业链工程实训中心”-数字化建筑虚拟仿真实训教学资源项目中标结果公告[项目编号：JSZC-320300-HWZX-G2022-0177],,JSZC-320300-HWZX-G2022-0177,数字化建筑虚拟仿真实训教学资源项目,935700.0,徐州工程学院,学校,李*-0516-83200231,江苏海外集团国际工程咨询有限公司,"孙*-0516-83999055,代理联系人-0516-85699499",江苏博子岛智能产业技术研究院有限公司 ,中标人     18694977026 ,935700.0,2022-08-25,江苏,徐州,,,,https://www.zhiliaobiaoxun.com/content/355317431/b2,地址南京市秦淮区中山东路532-1号金蝶科技园H2栋202室,12 次,706.85 万,11 家
江苏航运职业技术学院港航与建筑施工虚拟仿真实训室建设项目中标公示,中标,中标结果,江苏航运职业技术学院港航与建筑施工虚拟仿真实训室建设项目中标公示,,Z320693220032（ZB011）,虚拟仿真实训室建设项目,948000.0,江苏航运职业技术学院,学校,"高**-0513-85960975,谢**-13914370604",,,国泰新点软件股份有限公司 ,"中标人     0512-58188000 ,中标人     15849374096 ,中标人     15972070054 ,蒲*     17775813335 ,中标人     18951136809 ",948000.0,2022-08-24,江苏,南通,,,,https://www.zhiliaobiaoxun.com/content/354991324/b2,地址张家港经济开发区（杨舍镇长兴路）,"3,848 次",456.13 亿,"1,421 家"
江苏电子信息职业学院纯电动汽车动力系统拆装虚拟仿真实训系统采购项目中标公告,中标,中标结果,江苏电子信息职业学院纯电动汽车动力系统拆装虚拟仿真实训系统采购项目中标公告,,JSEIZB2022-065,"纯电动汽车动力系统拆装虚拟仿真实训系统,变速器虚拟结构拆装实训系统",258800.0,江苏电子信息职业学院,学校,"罗*-0517-83808168,费**-18305232741",江苏建昊工程咨询有限公司,乔*-13151885223,南京德利联信息科技有限公司 ,,258800.0,2022-08-24,江苏,淮安,,,,https://www.zhiliaobiaoxun.com/content/354903327/b2,地址南京市雨花台区西春路1号创智大厦204-13,3 次,226.62 万,3 家
苏州建设交通高等职业技术学校关于智能网联汽车技术平台设备采购单一来源成交公告(SZSCY2022-D-003),中标,中标结果,苏州建设交通高等职业技术学校关于智能网联汽车技术平台设备采购单一来源成交公告(SZSCY2022-D-003),,SZSCY202 2-D-00 3,"智能网联汽车虚拟仿真测试平台,交通标识,组套工具,套件,移动目标,交通信号灯,测试仪表车,智能网联汽车技术平台设备",727700.0,苏州建设交通高等职业技术学校,学校,陶**-0512-66503335,苏州市诚源招投标代理有限公司,许**-0512-69228578,上海英齐汽车设备有限公司 ,"中标人     18721637517 ,郭**     13891936538 ",727700.0,2022-08-19,江苏,苏州,,,,https://www.zhiliaobiaoxun.com/content/353684897/b2,地址上海市嘉定区嘉戬公路328号7幢7层J3074室,4 次,596.34 万,2 家
南京邮电大学经济学院 虚拟仿真项目开发采购项目中标公告,中标,中标结果,南京邮电大学经济学院 虚拟仿真项目开发采购项目中标公告,,JSZB-2022-12525,虚拟仿真项目开发,216500.0,南京邮电大学,学校,采购人-025-85866541,江苏中博通信有限公司,"王**-15895877258,宋*-15951989169",江苏一鼎堂软件科技有限公司 ,"中标人     18072883089 ,中标人     18667122369 ,闵**     13506763566 ,闵**     025-52171471 ,林**     13282199206 ",216500.0,2022-08-18,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/353461661/b2,地址南京市建邺区茶亭东街79号2-1-22，2-1-23,106 次,"3,367.78 万",52 家
无锡东盛工程管理咨询有限公司关于5G基站建设与维护虚拟仿真实训系统的中标公告WXDSCG2022-13,中标,中标结果,无锡东盛工程管理咨询有限公司关于5G基站建设与维护虚拟仿真实训系统的中标公告WXDSCG2022-13,,WXDSCG2022-13,5G基站建设与维护虚拟仿真实训系统,772000.0,无锡科技职业学院,学校,采购人-0510-85342095,无锡东盛工程管理咨询有限公司,"周**-13093086352,虞**-0510-82138333",南京中兴信雅达信息科技有限公司 ,"中标人     15365000842 ,中标人     13402938598 ,中标人     13851995121 ,印*     15150586141 ,中标人     13815892254 ",772000.0,2022-08-18,江苏,无锡,,,,https://www.zhiliaobiaoxun.com/content/353422276/b2,地址南京市栖霞区仙林街道文澜路99号,63 次,"5,090.0 万",25 家
集成电路人工智能虚拟仿真中心基建改造项目中标（成交公告）,中标,中标结果,集成电路人工智能虚拟仿真中心基建改造项目中标（成交公告）,,,集成电路人工智能虚拟仿真中心基建改造项目,158000.0,江苏信息职业技术学院招投标中心,政府及事业单位,王**-0510-83292523,普信国际工程咨询有限公司,代理联系人-13771172807,江苏海筑建设集团有限公司 ,中标人     0510-85999926 ,158000.0,2022-08-17,江苏,无锡,,,,https://www.zhiliaobiaoxun.com/content/352941352/b2,地址无锡市滨湖区绣溪路58-5号301室,71 次,1.76 亿,38 家
南京农业大学教务处虚拟仿真实验教学课程建设服务采购项目中标结果公告,中标,中标结果,南京农业大学教务处虚拟仿真实验教学课程建设服务采购项目中标结果公告,,ZF20220292,"植物细胞染色体分析虚拟仿真实验,虚拟仿真实验课程,水稻病害的识别和防治虚拟仿真实验,大功率拖拉机无级变速虚拟仿真实验项目,水稻叶片与器官生长发育同伸虚拟仿真实验平台,虚拟仿真实验教学课程建设服务",0.0,南京农业大学,学校,陆**-025-84399008,上海中世建设咨询有限公司,沈*-025-82230147-8038,北京润尼尔网络科技有限公司 ,"中标人     010-56298288 ,中标人     18043692723 ,中标人     15051885671 ,中标人     18280205779 ,中标人     13261231198 ",920000.0 976000.0,2022-08-16,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/352787185/b2,地址北京市石景山区实兴大街30号院3号楼2层A-1859房间（集群注册）,"1,580 次",7.73 亿,554 家
南京农业大学教务处虚拟仿真实验教学课程建设服务采购项目中标结果公告,中标,中标结果,南京农业大学教务处虚拟仿真实验教学课程建设服务采购项目中标结果公告,,ZF20220292,"植物细胞染色体分析虚拟仿真实验,虚拟仿真实验课程,水稻病害的识别和防治虚拟仿真实验,大功率拖拉机无级变速虚拟仿真实验项目,水稻叶片与器官生长发育同伸虚拟仿真实验平台,虚拟仿真实验教学课程建设服务",0.0,南京农业大学,学校,陆**-025-84399008,上海中世建设咨询有限公司,沈*-025-82230147-8038,南京先极科技有限公司 ,"中标人     18013981259 ,中标人     13305173656 ,中标人     18013897521 ,中标人     025-83215011 ,中标人     025-83215055 ",920000.0 976000.0,2022-08-16,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/352787185/b2,地址南京市玄武区成贤街118号303室,221 次,"4,271.67 万",92 家
江苏医药职业学院2022年护理、助产虚拟仿真、虚实结合系统采购成交结果公告,中标,中标结果,江苏医药职业学院2022年护理、助产虚拟仿真、虚实结合系统采购成交结果公告,,SY2022-072-HW-JC,"护理助产虚拟仿真,虚实结合系统,产科子宫按摩力反馈训练系统",500000.0,江苏医药职业学院,学校,"刘**-0515-88550311,赵**-15851077869",盐城市携手阳光集中采购代理有限公司,万**-17705100013,厦门立方幻境科技有限公司 ,"中标人     0592-6021809 ,中标人     18049208539 ,中标人     18965158998 ,中标人     17359466660 ,中标人     18960977315 ",500000.0,2022-08-16,江苏,盐城,,,,https://www.zhiliaobiaoxun.com/content/352785870/b2,地址厦门火炬高新区创业园创业大厦南508A室,93 次,"4,407.46 万",45 家
泰州学院电力装备供应商管理库存虚拟仿真实验室采购项目中标公告,中标,中标结果,泰州学院电力装备供应商管理库存虚拟仿真实验室采购项目中标公告,,TZXYJZCG2022011,管理库存虚拟仿真实验室,196000.0,泰州学院,学校,,,,上海卓越睿新数码科技股份有限公司 ,"中标人     18186861086 ,中标人     13324099062 ,中标人     18690271181 ,中标人     021-60248600 ,中标人     15986307142 ",196000.0,2022-08-15,江苏,泰州,,,,https://www.zhiliaobiaoxun.com/content/352677156/b2,地址上海市徐汇区钦州北路1188号1幢901、902、903、904室,"1,387 次",110.05 亿,539 家
南京科技职业学院新医药虚拟仿真实训中心项目成交公告,中标,中标结果,南京科技职业学院新医药虚拟仿真实训中心项目成交公告,,JSTCC2201102569,"新医药虚拟仿真实训中心项目,药物制剂,工业发酵仿真实训室建设项目,化学制药仿真实训室建设项目",0.0,南京科技职业学院,学校,王**-025-58372707,江苏省招标中心有限公司,"姜*-025-83249926,姜*-0516-83249927,宋**-15051802535,权**-15150620078",南京游方仪器设备有限公司 ,中标人     13815871642 ,228300.0 653000.0,2022-08-15,江苏,南京,,,,https://www.zhiliaobiaoxun.com/content/352664152/b2,地址南京市玄武区鹤鸣路52号-14,26 次,620.66 万,16 家
