公告类型,公告子类型,公告标题,公告内容,项目编号,产品,招标预算金额（元）,招标公司,招标公司类型,招标联系人,招标代理机构,代理机构联系人,中标公司,中标联系人,中标金额（元）,发布时间,省份,城市,招标状态,标书获取截止日期,投标截止日期,链接,公司地址,招标数量,招标总金额,供应商数量
中标,中标结果,济南大学土建学院教学设备采购中标（成交）公告,,SDGP370000000202202005963,"虚拟仿真实验教学实验设备,水处理综合本科实验教学设备",799600.0,济南大学,学校,采购人-0531-82765758,海逸恒安项目管理有限公司,栾**-0531-82667532,山东国医慧联系统集成有限公司 ,中标人     15588850058 ,799600.0,2022-08-23,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/354823340/b2,地址山东省济南市高新区龙奥北路海信龙奥九号1号楼1205,36 次,"2,716.49 万",11 家
中标,合同,【山东省本级】山东医药技师学院山东医药技师学院优质专业建设-阿司匹林3D虚拟现实仿真软件购置项目目（4622）合同公开,,SDGP370000000202202006332,"信息技术服务,3D虚拟现实仿真软件",299000.0,山东医药技师学院,学校,采购人-0538-8941688,,,济南新荣实验设备有限公司 ,中标人     15864026210 ,299000.0,2022-08-22,山东,泰安,,,,https://www.zhiliaobiaoxun.com/content/354455419/b2,地址山东省济南市历下区花园庄东路37号黄金花园1号楼1-803,128 次,"1,405.07 万",18 家
中标,中标结果,【聊城】聊城市职业技能公共实训基地智慧建造技术实训中心（智能建造虚拟仿真实训）-深化设计建筑CAD绘图实训室（软件部分）采购项目深化设计建筑CAD绘图实训室（软件部分）中标公示,,LCZFCG-2022-727,深化设计建筑CAD绘图实训室,649800.0,聊城市技师学院,学校,杜**-0635-8503176,山东晟源项目管理有限公司,代理联系人-0635-8229176,山东闻合达经贸有限公司 ,"中标人     15866740109 ,赵*     18615511303 ,赵*     0531-55515881 ",649800.0,2022-08-22,山东,聊城,,,,https://www.zhiliaobiaoxun.com/content/354518448/b2,地址山东省济南市高新区舜华路2000号舜泰广场6号楼27层CD区D7房间,94 次,"2,826.33 万",22 家
中标,中标结果,聊城市职业技能公共实训基地智慧建造技术实训中心（智能建造虚拟仿真实训）-深化设计建筑CAD绘图实训室（软件部分）采购项目中标（成交）公告,,SDGP371500000202202000483,深化设计建筑CAD绘图实训室,649800.0,聊城市技师学院,学校,杜**-0635-8503176,山东晟源项目管理有限公司,,济南柏滕电子科技有限公司 ,中标人     15098793693 ,649800.0,2022-08-22,山东,聊城,,,,https://www.zhiliaobiaoxun.com/content/354484420/b2,地址山东省济南市历下区文化东路76号万豪中心105,157 次,"5,030.34 万",27 家
中标,中标结果,【聊城】聊城市职业技能公共实训基地智慧建造技术实训中心（智能建造虚拟仿真实训）-装配式建筑构件生产实训室（装配式工程项目深化设计建筑平法钢筋建模软件）采购项目装配式工程项目深化设计建筑平法钢筋建模软件中标公示,,LCZFCG-2022-726,"装配式建筑构件生产实训室,设计建筑平法钢筋建模软件",465990.0,聊城市技师学院,学校,杜**-0635-8503176,山东晟源项目管理有限公司,代理联系人-0635-8229176,济南柏滕电子科技有限公司 ,中标人     15098793693 ,465990.0,2022-08-22,山东,聊城,,,,https://www.zhiliaobiaoxun.com/content/354518532/b2,地址山东省济南市历下区文化东路76号万豪中心105,157 次,"5,030.34 万",27 家
中标,中标结果,聊城市职业技能公共实训基地智慧建造技术实训中心（智能建造虚拟仿真实训）-装配式建筑构件生产实训室（装配式工程项目深化设计建筑平法钢筋建模软件）采购项目中标（成交）公告,,SDGP371500000202202000482,"钢筋建模软件,装配式建筑构件生产实训室",465990.0,聊城市技师学院,学校,杜**-0635-8503176,山东晟源项目管理有限公司,代理联系人-0635-8229176,山东苏一光信息科技有限公司 ,"丰**     18953198507 ,中标人     15853119389 ",465990.0,2022-08-19,山东,聊城,,,,https://www.zhiliaobiaoxun.com/content/354068599/b2,地址济南市历下区奥体西路1222号力高国际花园6号楼713,35 次,"1,214.76 万",12 家
中标,中标结果,山东水利职业学院园林工程虚拟仿真及计量计价软件项目中标（成交）公告,,SDGP370000000202202006350,园林工程虚拟仿真及计量计价软件项目,498000.0,山东水利职业学院,学校,采购人-0633-7983960,山东方明项目管理有限公司,明**-0633-8791188,山东苏一光信息科技有限公司 ,"丰**     18953198507 ,中标人     15853119389 ",498000.0,2022-08-18,山东,日照,,,,https://www.zhiliaobiaoxun.com/content/353417710/b2,地址济南市历下区奥体西路1222号力高国际花园6号楼713,35 次,"1,214.76 万",12 家
中标,合同,济南工程职业技术学院虚拟仿真实验教学中心（一期）项目合同公示,,SDGP370100000202202000905,虚拟仿真实验教学中心一期项目,990000.0,济南工程职业技术学院,学校,采购人-0531-86385022,,,山东宇爱通信息科技有限公司 ,中标人     15753552406 ,990000.0,2022-08-18,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/353454750/b2,地址山东省日照高新区学苑路237号智慧谷园区3a-1008,2 次,98.8 万,1 家
中标,合同,济南工程职业技术学院虚拟仿真实验教学中心（一期）项目合同公示,,SDGP370100000202202000905,"虚拟仿真实验教学中心一期项目,物品",991000.0,济南工程职业技术学院,学校,采购人-0531-86385022,,,济南科明数码技术股份有限公司 ,"中标人     18668990895 ,中标人     15990900338 ,胡**     0531-88693898 ,范**     0531-88693897 ,陈*     18668990882 ",991000.0,2022-08-18,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/353454656/b2,地址山东省济南市高新区舜华路2000号舜泰广场9号楼14层B区1401室,290 次,1.93 亿,102 家
中标,中标结果,山东农业大学银校合作VR思政虚拟仿真实践教学项目中标公告,,,VR思政虚拟仿真实践教学项目,0.0,中国建设银行股份有限公司泰安分行,"国有企业,银行",,北京中兴恒工程咨询有限公司,,山东百库教育科技有限公司 ,"中标人     15953148018 ,中标人     0531-88786130 ,中标人     17753166917 ,中标人     13583027525 ,中标人     18654587200 ",922800.0 0.0 0.0,2022-08-17,山东,泰安,,,,https://www.zhiliaobiaoxun.com/content/353210139/b2,地址中国（山东）自由贸易试验区济南片区经十路7000号汉峪金谷A7-5栋13层1301-1,136 次,"9,438.15 万",48 家
中标,中标结果,山东农业大学银校合作VR思政虚拟仿真实践教学项目中标公告,,,VR思政虚拟仿真实践教学项目,0.0,中国建设银行股份有限公司泰安分行,"国有企业,银行",,北京中兴恒工程咨询有限公司,,山东达芬奇电子科技有限公司 ,"中标人     15253121121 ,张**     17806287758 ",922800.0 0.0 0.0,2022-08-17,山东,泰安,,,,https://www.zhiliaobiaoxun.com/content/353210139/b2,地址中国（山东）自由贸易试验区济南片区新泺大街1666号齐盛广场6号楼1920室,36 次,"1,489.31 万",19 家
中标,中标结果,山东农业大学银校合作VR思政虚拟仿真实践教学项目中标公告,,,VR思政虚拟仿真实践教学项目,0.0,中国建设银行股份有限公司泰安分行,"国有企业,银行",,北京中兴恒工程咨询有限公司,,山东钜豪机电设备有限公司 ,"中标人     13986265389 ,刘**     18953140645 ,熊*     0531-81318299 ",922800.0 0.0 0.0,2022-08-17,山东,泰安,,,,https://www.zhiliaobiaoxun.com/content/353210139/b2,地址山东省济南市市中区经四路11号万达广场C座811室,38 次,"3,096.67 万",18 家
中标,中标结果,泰山职业技术学院工业互联网、测量实训室设备采购项目第1标包中标（成交）公告,,SDGP370900000202202000185,"工业互联网虚拟仿真实训台,工业互联网测量实训室设备",1119000.0,泰山职业技术学院,学校,采购人-0538-8628144,泰安市山水建设工程咨询有限公司,代理联系人-0538-8281000,山东一云数据科技有限公司 ,"李**     13553193986 ,陆**     18769725178 ",1119000.0,2022-08-15,山东,泰安,,,,https://www.zhiliaobiaoxun.com/content/352660604/b2,地址山东省济南市高新区新泺大街3003号3号楼1-207,7 次,215.21 万,3 家
中标,中标结果,济南职业学院飞机虚拟仿真教室升级改造项目竞争性磋商成交公告,,JNVC-2022-0035,飞机虚拟仿真教室升级改造项目,127500.0,济南职业学院,学校,,,,山东星科智能科技股份有限公司 ,"中标人     0531-88881298 ,中标人     18615520800 ,中标人     18678870910 ,中标人     15169197727 ,中标人     15668366757 ",127500.0,2022-08-12,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/351546266/b2,地址济南市高新区新泺大街786号四层,"1,204 次",94.01 亿,420 家
中标,合同,【山东省本级】山东水利职业学院山东水利职业学院装配式钢结构虚拟仿真实训项目合同公开,,SDGP370000000202202005930,"装配式钢结构虚拟仿真实训项目,行业应用软件",450000.0,山东水利职业学院,学校,采购人-0633-7983960,,,国泰云天（山东）智能科技有限公司 ,,450000.0,2022-08-12,山东,日照,,,,https://www.zhiliaobiaoxun.com/content/351491905/b2,地址中国（山东）自由贸易试验区济南片区经十路汉峪金谷A4区3栋办公楼34层1469,1 次,12.75 万,1 家
中标,合同,【山东省本级】山东科技大学山东科技大学马克思主义学院虚拟仿真课程视频录制合同公开,,SDGP370000000202202004466,"虚拟仿真课程视频录制,音像制作服务",49000.0,山东科技大学,学校,采购人-86057157,,,山东新之筑信息科技有限公司 ,"中标人     18615520863 ,中标人     13805317807 ,中标人     15650581661 ,周**     0531-88823532 ,孙*     0633-8868986 ",49000.0,2022-08-12,山东,青岛,,,,https://www.zhiliaobiaoxun.com/content/351564538/b2,地址山东省济南市高新区开拓路2350号诚创大厦C区,65 次,"3,198.34 万",19 家
中标,中标结果,济南工程职业技术学院虚拟仿真实验教学中心（一期）项目,,SDGP370100000202202000905,"虚拟仿真实验教学中心一期项目,专业虚拟仿真实训室建设",990000.0,济南工程职业技术学院,学校,采购人-13791136595,山东润知项目管理有限公司,"赵**-0531-88286260,代理联系人-15614656605",济南爆点影视传媒有限公司 ,中标人     13705408784 ,990000.0,2022-08-11,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/351302497/b2,地址山东省济南市历城区万科城市之光北区15-3-1301,3 次,5.1 万,2 家
中标,中标结果,济南工程职业技术学院虚拟仿真实验教学中心（一期）项目,,SDGP370100000202202000905,"虚拟仿真实验教学中心一期项目,装配式建筑一站式体验馆升级改造",991000.0,济南工程职业技术学院,学校,采购人-13791136595,山东润知项目管理有限公司,"赵**-0531-88286260,代理联系人-15614656605",济南科明数码技术股份有限公司 ,"中标人     18668990895 ,中标人     15990900338 ,胡**     0531-88693898 ,范**     0531-88693897 ,陈*     18668990882 ",991000.0,2022-08-11,山东,济南,,,,https://www.zhiliaobiaoxun.com/content/351307692/b2,地址山东省济南市高新区舜华路2000号舜泰广场9号楼14层B区1401室,290 次,1.93 亿,102 家
中标,中标结果,潍坊护理职业学院技能虚拟训练系统及设备采购项目（标段三：基础护理虚拟仿真系统）成交结果公告,,SDGP370700000202202000376,"基础护理虚拟仿真系统,技能虚拟训练系统及设备",99800.0,潍坊护理职业学院,学校,张**-0536-3887239,山东信一项目管理有限公司,夏**-0536-8219070,山东百库教育科技有限公司 ,"中标人     15953148018 ,中标人     0531-88786130 ,中标人     17753166917 ,中标人     13583027525 ,中标人     18654587200 ",99800.0,2022-08-11,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/351298785/b2,地址中国（山东）自由贸易试验区济南片区经十路7000号汉峪金谷A7-5栋13层1301-1,136 次,"9,438.15 万",48 家
中标,中标结果,潍坊护理职业学院技能虚拟训练系统及设备采购项目（标段四：基础护理虚拟仿真系统（设备））成交结果公告,,SDGP370700000202202000376,"基础护理虚拟仿真系统,技能虚拟训练系统及设备",399500.0,潍坊护理职业学院,学校,张**-0536-3887239,山东信一项目管理有限公司,夏**-0536-8219070,上海砺熠智能科技有限公司 ,中标人     18013195018 ,399500.0,2022-08-11,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/351298778/b2,地址上海市普陀区真北路958号21幢1层1039室,5 次,85.88 万,3 家
中标,合同,【山东省本级】山东工商学院跨境电商实训平台、培训开发软件、AR虚拟仿真及继续教育网络教学资源合同公开,,SDGP370000000202202003695,"AR虚拟仿真,跨境电商实训平台,行业应用软件,继续教育网络教学资源,培训开发软件",78000.0,山东工商学院,学校,,,,青州市科林商贸有限公司 ,"中标人     0536-3284020 ,李*     18053619811 ,中标人     18053619871 ,李*     15006688727 ",78000.0,2022-08-11,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/351205131/b2,地址青州市云门山北路1179号,68 次,"3,083.42 万",26 家
中标,合同,【山东省本级】山东工商学院跨境电商实训平台、培训开发软件、AR虚拟仿真及继续教育网络教学资源合同公开,,SDGP370000000202202003695,"AR虚拟仿真,继续教育网络教学资源,跨境电商实训平台,行业应用软件开发服务,培训开发软件",320000.0,山东工商学院,学校,,,,山东永耕达信息科技有限公司 ,中标人     15066697392 ,320000.0,2022-08-11,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/351205116/b2,地址山东省济南市历城区西周南路55号东方广场B座211室,11 次,197.21 万,6 家
中标,合同,【山东省本级】山东工商学院跨境电商实训平台、培训开发软件、AR虚拟仿真及继续教育网络教学资源合同公开,,SDGP370000000202202003695,"AR虚拟仿真,跨境电商实训平台,行业应用软件,继续教育网络教学资源,培训开发软件",28500.0,山东工商学院,学校,,,,弘成科技发展有限公司 ,"宋**     15810476355 ,中标人     18610228681 ,中标人     18513673809 ,栗**     18810803495 ,中标人     010-84186655 ",28500.0,2022-08-11,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/351204905/b2,地址北京市东城区青龙胡同1号4层408,249 次,1.03 亿,121 家
